dim1,dim2,dim3,dim4,dim5,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Full Year
"Standard Cost per Litre","UK","BubbleBrew","Total Channels","Actual",0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,8.1981034
"Manufacturing Cost","UK","BubbleBrew","Total Channels","Actual",31273.6641700,32837.3473785,34479.2147474,23455.2481275,25331.6679777,27358.2014159,29546.8575292,31910.6061315,20327.8817105,24393.4580526,29272.1496631,35126.5795957,345312.8764993
"Gross Margin","UK","BubbleBrew","Total Channels","Actual",24537.7980410,25764.6879431,27052.9223403,18403.3485308,19875.6164132,21465.6657263,23182.9189844,25037.5525032,15949.5687267,19139.4824720,22967.3789664,27560.8547597,270937.7954072
"GM %","UK","BubbleBrew","Total Channels","Actual",0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552
"Average Price","UK","BubbleBrew","Total Channels","Actual",1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,14.6304615
"Volume Litres","France","BubbleBrew","Total Channels","Actual",32043.8478962,33646.0402910,35328.3423055,24032.8859221,25955.5167959,28031.9581396,30274.5147908,32696.4759740,20828.5011325,24994.2013590,29993.0416308,35991.6499570,353816.9761945
"Price per Litre","France","BubbleBrew","Total Channels","Actual",1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,18.1910574
"Sales Revenue","France","BubbleBrew","Total Channels","Actual",48575.9563664,51004.7541847,53554.9918939,36431.9672748,39346.5246568,42494.2466293,45893.7863596,49565.2892684,31574.3716381,37889.2459658,45467.0951589,54560.5141907,536358.7435874
"Standard Cost per Litre","France","BubbleBrew","Total Channels","Actual",0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.6568993
"Manufacturing Cost","France","BubbleBrew","Total Channels","Actual",1754.1317577,1841.8383456,1933.9302628,1315.5988183,1420.8467237,1534.5144616,1657.2756185,1789.8576680,1140.1856425,1368.2227710,1641.8673252,1970.2407902,19368.5101851
"Gross Margin","France","BubbleBrew","Total Channels","Actual",46821.8246087,49162.9158391,51621.0616311,35116.3684565,37925.6779330,40959.7321677,44236.5107411,47775.4316004,30434.1859957,36521.0231948,43825.2278337,52590.2734005,516990.2334023
"GM %","France","BubbleBrew","Total Channels","Actual",0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889
"Average Price","France","BubbleBrew","Total Channels","Actual",1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,18.1910574
"Volume Litres","World","Druidjuice","Total Channels","Actual",322292.4074389,338407.0278109,355327.3792015,241719.3055792,261056.8500255,281941.3980275,304496.7098698,328856.4466594,209490.0648353,251388.0778024,301665.6933629,361998.8320354,3558640.1926485
"Price per Litre","World","Druidjuice","Total Channels","Actual",19.8037509,19.8037509,19.8037509,19.8037509,19.8037509,19.8037509,19.8037509,19.8037509,19.8037509,19.8037509,19.8037509,19.8037509,237.6450107
"Sales Revenue","World","Druidjuice","Total Channels","Actual",720830.0166271,756871.5174584,794715.0933314,540622.5124703,583872.3134679,630582.0985453,681028.6664290,735510.9597433,468539.5108075,562247.4129691,674696.8955630,809636.2746755,7959153.2720878
"Standard Cost per Litre","World","Druidjuice","Total Channels","Actual",7.2109951,7.2109951,7.2109951,7.2109951,7.2109951,7.2109951,7.2109951,7.2109951,7.2109951,7.2109951,7.2109951,7.2109951,86.5319414
"Manufacturing Cost","World","Druidjuice","Total Channels","Actual",286248.8686728,300561.3121064,315589.3777118,214686.6515046,231861.5836250,250410.5103149,270443.3511402,292078.8192314,186061.7646373,223274.1175648,267928.9410778,321514.7292933,3160660.0268802
"Gross Margin","World","Druidjuice","Total Channels","Actual",434581.1479543,456310.2053520,479125.7156196,325935.8609657,352010.7298429,380171.5882303,410585.3152889,443432.1405119,282477.7461703,338973.2954044,406767.9544852,488121.5453822,4798493.2452076
"GM %","World","Druidjuice","Total Channels","Actual",0.6028899,0.6028899,0.6028899,0.6028899,0.6028899,0.6028899,0.6028899,0.6028899,0.6028899,0.6028899,0.6028899,0.6028899,0.6028899
"Average Price","World","Druidjuice","Total Channels","Actual",2.2365715,2.2365715,2.2365715,2.2365715,2.2365715,2.2365715,2.2365715,2.2365715,2.2365715,2.2365715,2.2365715,2.2365715,26.8388581
"Volume Litres","North America","Druidjuice","Total Channels","Actual",122133.8703810,128240.5639001,134652.5920951,91600.4027857,98928.4350087,106842.7098093,115390.1265941,124621.3367217,79387.0157477,95264.4188972,114317.3026767,137180.7632120,1348559.5378293
"Price per Litre","North America","Druidjuice","Total Channels","Actual",6.3463317,6.3463317,6.3463317,6.3463317,6.3463317,6.3463317,6.3463317,6.3463317,6.3463317,6.3463317,6.3463317,6.3463317,76.1559801
"Sales Revenue","North America","Druidjuice","Total Channels","Actual",262852.1026359,275994.7077677,289794.4431561,197139.0769769,212910.2031351,229943.0193859,248338.4609368,268205.5378118,170853.8667133,205024.6400560,246029.5680673,295235.4816807,2902321.1083235
"Standard Cost per Litre","North America","Druidjuice","Total Channels","Actual",3.8093639,3.8093639,3.8093639,3.8093639,3.8093639,3.8093639,3.8093639,3.8093639,3.8093639,3.8093639,3.8093639,3.8093639,45.7123664
"Manufacturing Cost","North America","Druidjuice","Total Channels","Actual",155608.9673007,163389.4156657,171558.8864491,116706.7254755,126043.2635136,136126.7245946,147016.8625622,158778.2115673,101145.8287454,121374.9944945,145649.9933935,174779.9920722,1718179.8658344
"Gross Margin","North America","Druidjuice","Total Channels","Actual",107243.1353352,112605.2921020,118235.5567071,80432.3515014,86866.9396215,93816.2947912,101321.5983745,109427.3262445,69708.0379679,83649.6455615,100379.5746738,120455.4896085,1184141.2424890
"GM %","North America","Druidjuice","Total Channels","Actual",0.4079980,0.4079980,0.4079980,0.4079980,0.4079980,0.4079980,0.4079980,0.4079980,0.4079980,0.4079980,0.4079980,0.4079980,0.4079980
"Average Price","North America","Druidjuice","Total Channels","Actual",2.1521639,2.1521639,2.1521639,2.1521639,2.1521639,2.1521639,2.1521639,2.1521639,2.1521639,2.1521639,2.1521639,2.1521639,25.8259664
"Volume Litres","USA","Druidjuice","Total Channels","Actual",44412.3165022,46632.9323273,48964.5789437,33309.2373766,35973.9763668,38851.8944761,41960.0460342,45316.8497170,28868.0057264,34641.6068717,41569.9282461,49883.9138953,490385.2864834
"Price per Litre","USA","Druidjuice","Total Channels","Actual",2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,30.5609758
"Sales Revenue","USA","Druidjuice","Total Channels","Actual",113106.9773391,118762.3262060,124700.4425164,84830.2330043,91616.6516447,98945.9837762,106861.6624783,115410.5954766,73519.5352704,88223.4423245,105868.1307894,127041.7569473,1248887.7377732
"Standard Cost per Litre","USA","Druidjuice","Total Channels","Actual",1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,1.3643293,16.3719513
"Manufacturing Cost","USA","Druidjuice","Total Channels","Actual",60593.0235745,63622.6747532,66803.8084909,45444.7676809,49080.3490954,53006.7770230,57247.3191848,61827.1047196,39385.4653234,47262.5583881,56715.0700657,68058.0840789,669047.0023785
"Gross Margin","USA","Druidjuice","Total Channels","Actual",52513.9537646,55139.6514528,57896.6340254,39385.4653234,42536.3025493,45939.2067533,49614.3432935,53583.4907570,34134.0699470,40960.8839364,49153.0607236,58983.6728684,579840.7353947
"GM %","USA","Druidjuice","Total Channels","Actual",0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857
"Average Price","USA","Druidjuice","Total Channels","Actual",2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,30.5609758
"Volume Litres","Canada","Druidjuice","Total Channels","Actual",77721.5538788,81607.6315728,85688.0131514,58291.1654091,62954.4586419,67990.8153332,73430.0805599,79304.4870047,50519.0100212,60622.8120255,72747.3744306,87296.8493167,858174.2513459
"Price per Litre","Canada","Druidjuice","Total Channels","Actual",4.2403354,4.2403354,4.2403354,4.2403354,4.2403354,4.2403354,4.2403354,4.2403354,4.2403354,4.2403354,4.2403354,4.2403354,50.8840249
"Sales Revenue","Canada","Druidjuice","Total Channels","Actual",167115.5598313,175471.3378228,184244.9047140,125336.6698734,135363.6034633,146192.6917404,157888.1070796,170519.1556461,108625.1138903,130350.1366684,156420.1640021,187704.1968025,1845231.6415341
"Standard Cost per Litre","Canada","Druidjuice","Total Channels","Actual",2.7286586,2.7286586,2.7286586,2.7286586,2.7286586,2.7286586,2.7286586,2.7286586,2.7286586,2.7286586,2.7286586,2.7286586,32.7439032
"Manufacturing Cost","Canada","Druidjuice","Total Channels","Actual",106037.7931984,111339.6828584,116906.6670013,79528.3448988,85890.6124908,92761.8614900,100182.8104092,108197.4352420,68924.5655790,82709.4786948,99251.3744338,119101.6493205,1170832.2756168
"Gross Margin","Canada","Druidjuice","Total Channels","Actual",61077.7666328,64131.6549645,67338.2377127,45808.3249746,49472.9909726,53430.8302504,57705.2966704,62321.7204041,39700.5483113,47640.6579736,57168.7895683,68602.5474820,674399.3659173
"GM %","Canada","Druidjuice","Total Channels","Actual",0.3654822,0.3654822,0.3654822,0.3654822,0.3654822,0.3654822,0.3654822,0.3654822,0.3654822,0.3654822,0.3654822,0.3654822,0.3654822
"Average Price","Canada","Druidjuice","Total Channels","Actual",2.1501829,2.1501829,2.1501829,2.1501829,2.1501829,2.1501829,2.1501829,2.1501829,2.1501829,2.1501829,2.1501829,2.1501829,25.8021954
"Volume Litres","Asia Pacific","Druidjuice","Total Channels","Actual",128252.8817686,134665.5258570,141398.8021499,96189.6613265,103884.8342325,112195.6209712,121171.2706489,130864.9723007,83364.3731496,100037.2477795,120044.6973354,144053.6368024,1416123.5243223
"Price per Litre","Asia Pacific","Druidjuice","Total Channels","Actual",7.6213613,7.6213613,7.6213613,7.6213613,7.6213613,7.6213613,7.6213613,7.6213613,7.6213613,7.6213613,7.6213613,7.6213613,91.4563351
"Sales Revenue","Asia Pacific","Druidjuice","Total Channels","Actual",245143.2822328,257400.4463444,270270.4686617,183857.4616746,198566.0586085,214451.3432972,231607.4507610,250136.0468218,159343.1334513,191211.7601416,229454.1121699,275344.9346038,2706786.4987684
"Standard Cost per Litre","Asia Pacific","Druidjuice","Total Channels","Actual",1.5367263,1.5367263,1.5367263,1.5367263,1.5367263,1.5367263,1.5367263,1.5367263,1.5367263,1.5367263,1.5367263,1.5367263,18.4407160
"Manufacturing Cost","Asia Pacific","Druidjuice","Total Channels","Actual",52987.5342737,55636.9109874,58418.7565367,39740.6507053,42919.9027617,46353.4949826,50061.7745812,54066.7165477,34441.8972779,41330.2767335,49596.3320802,59515.5984962,585069.8459639
"Gross Margin","Asia Pacific","Druidjuice","Total Channels","Actual",192155.7479591,201763.5353571,211851.7121249,144116.8109693,155646.1558468,168097.8483146,181545.6761798,196069.3302741,124901.2361734,149881.4834081,179857.7800897,215829.3361076,2121716.6528046
"GM %","Asia Pacific","Druidjuice","Total Channels","Actual",0.7838508,0.7838508,0.7838508,0.7838508,0.7838508,0.7838508,0.7838508,0.7838508,0.7838508,0.7838508,0.7838508,0.7838508,0.7838508
"Average Price","Asia Pacific","Druidjuice","Total Channels","Actual",1.9114056,1.9114056,1.9114056,1.9114056,1.9114056,1.9114056,1.9114056,1.9114056,1.9114056,1.9114056,1.9114056,1.9114056,22.9368677
"Volume Litres","Singapore","Druidjuice","Total Channels","Actual",29608.2110015,31088.6215515,32643.0526291,22206.1582511,23982.6509112,25901.2629841,27973.3640228,30211.2331446,19245.3371510,23094.4045811,27713.2854974,33255.9425968,326923.5243222
"Price per Litre","Singapore","Druidjuice","Total Channels","Actual",3.3107724,3.3107724,3.3107724,3.3107724,3.3107724,3.3107724,3.3107724,3.3107724,3.3107724,3.3107724,3.3107724,3.3107724,39.7292688
"Sales Revenue","Singapore","Druidjuice","Total Channels","Actual",98026.0477970,102927.3501869,108073.7176962,73519.5358478,79401.0987156,85753.1866128,92613.4415419,100022.5168652,63716.9310681,76460.3172817,91752.3807380,110102.8568856,1082369.3812368
"Standard Cost per Litre","Singapore","Druidjuice","Total Channels","Actual",0.1337043,0.1337043,0.1337043,0.1337043,0.1337043,0.1337043,0.1337043,0.1337043,0.1337043,0.1337043,0.1337043,0.1337043,1.6044512
"Manufacturing Cost","Singapore","Druidjuice","Total Channels","Actual",3958.7442569,4156.6814698,4364.5155432,2969.0581927,3206.5828481,3463.1094759,3740.1582340,4039.3708927,2573.1837670,3087.8205204,3705.3846245,4446.4615494,43711.0713746
"Gross Margin","Singapore","Druidjuice","Total Channels","Actual",94067.3035401,98770.6687171,103709.2021530,70550.4776551,76194.5158675,82290.0771369,88873.2833078,95983.1459725,61143.7473011,73372.4967613,88046.9961135,105656.3953363,1038658.3098622
"GM %","Singapore","Druidjuice","Total Channels","Actual",0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154
"Average Price","Singapore","Druidjuice","Total Channels","Actual",3.3107724,3.3107724,3.3107724,3.3107724,3.3107724,3.3107724,3.3107724,3.3107724,3.3107724,3.3107724,3.3107724,3.3107724,39.7292688
"Volume Litres","Thailand","Druidjuice","Total Channels","Actual",35230.2395597,36991.7515377,38841.3391146,26422.6796698,28536.4940433,30819.4135668,33284.9666522,35947.7639843,22899.6557138,27479.5868566,32975.5042279,39570.6050734,389000.0000000
"Price per Litre","Thailand","Druidjuice","Total Channels","Actual",73.2190044,73.2190044,73.2190044,73.2190044,73.2190044,73.2190044,73.2190044,73.2190044,73.2190044,73.2190044,73.2190044,73.2190044,878.6280531
"Sales Revenue","Thailand","Druidjuice","Total Channels","Actual",2579523.0662146,2708499.2195253,2843924.1805016,1934642.2996609,2089413.6836338,2256566.7783245,2437092.1205905,2632059.4902377,1676689.9930395,2012027.9916474,2414433.5899769,2897320.3079722,28482192.7213250
"Standard Cost per Litre","Thailand","Druidjuice","Total Channels","Actual",48.3882116,48.3882116,48.3882116,48.3882116,48.3882116,48.3882116,48.3882116,48.3882116,48.3882116,48.3882116,48.3882116,48.3882116,580.6585394
"Manufacturing Cost","Thailand","Druidjuice","Total Channels","Actual",1704728.2872375,1789964.7015993,1879462.9366793,1278546.2154281,1380829.9126624,1491296.3056753,1610600.0101294,1739448.0109397,1108073.3867044,1329688.0640452,1595625.6768543,1914750.8122251,18823014.3201800
"Gross Margin","Thailand","Druidjuice","Total Channels","Actual",874794.7789771,918534.5179260,964461.2438223,656096.0842328,708583.7709715,765270.4726492,826492.1104611,892611.4792980,568616.6063351,682339.9276022,818807.9131226,982569.4957471,9659178.4011450
"GM %","Thailand","Druidjuice","Total Channels","Actual",0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304
"Average Price","Thailand","Druidjuice","Total Channels","Actual",73.2190044,73.2190044,73.2190044,73.2190044,73.2190044,73.2190044,73.2190044,73.2190044,73.2190044,73.2190044,73.2190044,73.2190044,878.6280531
"Volume Litres","Australia","Druidjuice","Total Channels","Actual",63414.4312074,66585.1527678,69914.4104062,47560.8234056,51365.6892780,55474.9444203,59912.9399739,64705.9751718,41219.3802848,49463.2563418,59355.9076102,71227.0891322,700200.0000001
"Price per Litre","Australia","Druidjuice","Total Channels","Actual",4.8024390,4.8024390,4.8024390,4.8024390,4.8024390,4.8024390,4.8024390,4.8024390,4.8024390,4.8024390,4.8024390,4.8024390,57.6292680
"Sales Revenue","Australia","Druidjuice","Total Channels","Actual",153810.0693379,161500.5728048,169575.6014451,115357.5520035,124586.1561636,134553.0486568,145317.2925494,156942.6759532,99976.5450696,119971.8540836,143966.2249003,172759.4698802,1698317.0628482
"Standard Cost per Litre","Australia","Druidjuice","Total Channels","Actual",0.2546748,0.2546748,0.2546748,0.2546748,0.2546748,0.2546748,0.2546748,0.2546748,0.2546748,0.2546748,0.2546748,0.2546748,3.0560975
"Manufacturing Cost","Australia","Druidjuice","Total Channels","Actual",8075.0286262,8478.7800575,8902.7190604,6056.2714696,6540.7731872,7064.0350422,7629.1578455,8239.4904732,5248.7686070,6298.5223284,7558.2267941,9069.8721529,89161.6456441
"Gross Margin","Australia","Druidjuice","Total Channels","Actual",145735.0407117,153021.7927474,160672.8823848,109301.2805339,118045.3829764,127489.0136146,137688.1347039,148703.1854800,94727.7764626,113673.3317552,136407.9981062,163689.5977273,1609155.4172041
"GM %","Australia","Druidjuice","Total Channels","Actual",0.9475000,0.9475000,0.9475000,0.9475000,0.9475000,0.9475000,0.9475000,0.9475000,0.9475000,0.9475000,0.9475000,0.9475000,0.9475000
"Average Price","Australia","Druidjuice","Total Channels","Actual",2.4254742,2.4254742,2.4254742,2.4254742,2.4254742,2.4254742,2.4254742,2.4254742,2.4254742,2.4254742,2.4254742,2.4254742,29.1056909
"Volume Litres","Europe","Druidjuice","Total Channels","Actual",71905.6552893,75500.9380537,79275.9849564,53929.2414670,58243.5807843,62903.0672471,67935.3126268,73370.1376370,46738.6759380,56086.4111256,67303.6933508,80764.4320209,793957.1304969
"Price per Litre","Europe","Druidjuice","Total Channels","Actual",4.5696334,4.5696334,4.5696334,4.5696334,4.5696334,4.5696334,4.5696334,4.5696334,4.5696334,4.5696334,4.5696334,4.5696334,54.8356005
